ph,Hardness,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
0.989912213,133.2169416,444.3757307,322.2911912,10.43007634,43.57846551,5.160603788,1
,235.2405873,,319.8429301,8.286550373,80.54035147,3.900508521,1
9.485832873,218.7382355,315.8313963,429.6222122,15.6211387,64.8260282,3.221129819,1
6.435722717,214.7246693,273.4631394,508.345207,12.92586966,71.42858985,4.925339107,1
6.365497241,205.0565358,325.3285434,371.579634,16.35285801,74.31259212,5.125416576,1
,202.4751623,409.2862103,414.6176551,13.79765641,59.52166408,5.266367539,1
5.452214926,199.2284675,298.3184183,469.1319513,14.02050742,95.30623862,5.19053381,1
,215.9665791,283.7558239,364.7010954,11.38320988,76.53880284,5.076362464,1
5.433466239,177.8283023,347.0973537,490.2846741,16.06643903,58.41669861,2.871196031,1
7.374775414,217.6986438,,358.9832544,16.29371561,93.78437986,3.592264728,1
,175.7085533,346.2250616,379.2906459,13.63691003,50.59076525,2.951395753,0
5.226941884,177.3196034,336.2929185,328.3874298,18.46309476,62.07590199,2.259550289,0
4.594209164,185.6328581,354.7852174,380.7232523,13.98383301,74.57691444,4.917909887,0
6.784133024,212.4423382,,328.0335757,10.86177527,89.57703603,5.035822844,0
6.400256164,172.2990001,340.3929304,435.4056098,11.0756218,58.36599451,4.561493819,0
6.839415898,166.8669704,,460.7659944,11.37873797,73.46513313,2.854526552,0
6.901863449,164.7234862,341.537089,468.4163498,10.36262263,65.69487776,4.047907292,0
,191.5548152,,349.954534,17.24730722,76.76779656,5.260301115,0
7.888843574,228.4883938,314.8432913,423.6627075,17.63036246,56.42021031,3.630523985,0
5.527633483,218.5189231,,412.8676105,12.64013548,44.32864139,4.59113705,0
6.492403122,234.914512,302.1313059,442.1042076,14.11682361,65.63675858,4.383394692,0
6.684699737,193.8409311,344.5354072,498.0639962,8.818756567,66.65935223,4.030659831,0
,196.3346728,352.6239117,428.7706104,10.28767317,73.44593376,5.034682957,0
6.223677775,238.0842107,,474.6653317,14.02776594,80.77427549,3.919575057,0
4.758648347,203.5378325,324.0843341,288.9124568,18.06495658,85.9166662,4.405508764,0
7.440825031,183.3627126,335.6264426,452.9952928,9.700906283,80.53706529,2.496342612,0
8.054885744,200.943484,334.4420643,446.7484416,14.94908037,71.20203815,3.514097775,0
7.061830972,215.946322,321.4733596,431.4246894,12.95044416,64.02559032,4.299018587,0
,214.7378307,302.4917681,319.4230515,15.43383428,92.69393564,5.00587853,0
7.611609817,222.2522695,287.9481232,505.2654826,18.27375696,68.39541321,2.87326121,0
4.691438315,200.8894064,364.7467863,516.8516225,12.40443875,85.02622691,2.730792274,0
8.064170137,209.8393334,355.4437211,338.8481579,18.72131157,106.243066,3.246077223,0
4.292966858,212.8086454,333.4825401,382.922363,15.77992197,39.77551322,2.804923583,0
7.865756954,184.9129171,,505.9128645,11.09284167,88.04898896,3.738618343,0
9.085637102,238.221968,325.104847,381.3465821,19.19574006,98.49081929,2.544020276,0
6.592442508,242.4804727,312.814395,440.6011346,14.0272968,70.92987947,3.060827354,0
7.032818726,168.8223953,,521.7808842,21.11924925,58.87676573,3.633373289,0
8.990317234,195.8090284,348.7146126,551.5403898,15.25439184,75.90786933,4.494544339,0
8.561218924,205.3668311,,347.8409649,18.89313661,68.08986547,2.813888599,0
6.739157692,156.4827594,363.1796235,425.2888367,11.65345775,70.36704882,5.214484016,0
,209.4268373,313.8746839,567.6041514,17.95484851,40.140152,4.23825298,0
6.492627157,213.0653848,335.2919259,313.254743,11.13531183,70.82910987,3.378778493,0
6.753128353,191.9829945,296.196618,389.7424621,9.689143568,92.21961523,5.102516757,0
5.039373609,142.860598,,386.8030566,16.82377293,52.29711325,4.957419783,0
8.296344056,198.1970512,369.5907405,294.3251422,18.02609815,44.06162518,5.400810789,0
5.455599352,152.3867347,,343.4175878,14.40165409,41.10986937,4.476348715,0
7.918183321,224.1520045,302.3936053,421.8900828,22.18784921,72.72786842,4.764193594,0
5.01804587,194.6681671,,313.4779593,10.4074788,85.68527247,5.035153707,0
6.495435285,252.0109026,,330.0450518,9.854011285,80.56107733,3.39047054,0
,203.0502439,344.5241793,445.7007612,19.77536713,53.27015158,4.456104061,0
8.783167624,218.0328398,334.0538855,389.0216156,16.35452024,47.10098207,4.274136884,0
,184.7506979,330.7195488,381.5016036,11.04440513,62.01482209,3.403269587,0
8.159666704,215.6482163,319.2532011,459.5411588,14.19254435,60.3737223,2.957194849,0
7.685396843,230.3357076,331.5125334,492.8503914,14.2339516,74.06865816,4.179187128,0
7.762020745,173.636742,330.3909763,520.6407738,11.14770411,87.4815046,3.256301329,0
7.207931097,204.0103465,311.5682272,437.5120421,12.99459554,31.39045029,4.705561884,0
6.9870415,169.7271158,366.0189196,425.670964,17.31468113,48.88219843,4.475161103,0
4.692196563,221.5477734,307.7139958,406.551667,12.61825178,60.00314768,4.009006062,0
,219.7257126,309.8387324,396.8056521,12.42876341,71.62549657,3.183435323,0
4.059431468,200.3830795,,414.157826,11.08483406,,4.330321564,0
8.389945659,213.6656848,,471.3698805,19.30124821,70.82951341,3.569717312,0
10.69553249,220.4510783,295.9760944,414.2560865,14.7748006,58.73593289,4.154845328,0
6.791696907,175.8943459,349.4921773,427.2397403,12.55698319,55.25391163,2.817391374,0
9.953952112,232.9490019,,339.8830287,18.34359021,82.44900208,4.052905069,0
,218.9864062,328.724289,386.3452475,15.54796357,57.32811606,3.837256627,0
4.489783796,188.2519391,374.2269262,518.5852526,11.22657799,65.18275873,3.776225631,0
8.020869103,175.8736762,352.983112,428.6609649,4.966861619,72.30521867,3.442121236,0
5.090035332,174.2663575,376.6636079,526.3610816,17.10756313,48.5462575,4.83886228,0
6.466874709,214.3372704,304.5732451,304.9563717,12.18082601,,3.408168792,0
6.702496216,208.5537845,302.7449602,361.9477582,10.61458159,53.87973715,4.267952934,0
5.766204134,179.5726525,,536.2686727,12.82812074,90.0067655,4.47201817,0
6.571099217,207.741025,313.8469725,497.9023198,12.87480498,75.4167102,4.555949236,0
8.509220049,200.3043481,307.3989595,585.2226284,11.79899055,63.82756869,2.519891581,0
5.953981878,186.4570837,347.7131572,416.0909979,14.63892652,68.90775427,4.071916487,0
5.403196492,185.6435227,,587.3786921,10.02403918,63.39749985,3.871463111,0
5.596929951,162.7246723,,535.3395605,19.17473871,54.96631665,3.506764606,0
10.63290961,198.3780118,322.6232487,522.0278703,16.7221946,71.77601755,3.722454851,0
4.916819229,162.4567843,360.5904451,541.7723151,11.58014075,,3.836703239,0
7.183095932,200.368159,358.3318489,617.5409065,11.17654813,71.5368343,3.806539439,0
5.923441415,167.6586022,350.3819811,471.8575107,15.77046418,53.32181233,4.10736363,0
7.377036504,175.0082757,371.0105238,579.4618244,11.91573964,78.17917084,4.531658688,0
7.833495881,220.9574326,316.2744033,462.1424242,15.33300458,57.03352177,5.580829963,0
4.745764371,186.3031371,370.167851,296.9641017,14.78431358,48.45137454,3.699146259,0
9.055825785,196.4758989,298.8035603,342.3594105,12.81363426,84.2792184,5.45691283,0
5.492155983,176.2714037,366.6447662,500.9387879,7.609797727,59.39678681,3.294129366,0
4.487517479,199.0514027,338.0494275,390.5669453,8.123470112,75.66878452,2.765722248,0
7.027185659,185.3207014,327.46267,326.2690802,9.982010229,52.71658854,5.35304334,0
10.20064451,182.0806013,337.7815799,291.6002828,13.46992402,50.56737213,5.174719759,0
6.784279329,140.3667086,,374.18184,10.63423012,97.08705976,4.045547056,0
8.080415244,166.8917001,,600.937203,16.30779009,55.58614173,4.070824292,0
,191.348259,345.5604812,423.9783892,11.86324832,65.79168659,4.167336457,0
7.344975869,182.3069422,373.872785,360.1844731,20.4839023,73.48898065,3.418763195,0
5.923739955,200.5612126,,399.9483325,13.79786968,63.4634088,3.884460371,0
8.285395275,196.5520678,342.936881,388.941163,14.15147307,73.18701323,5.438487907,0
5.949518764,160.4426313,367.3285417,451.0127884,16.3599511,62.36823392,4.072197622,0
,192.2021681,363.4727979,474.7817344,15.90527043,50.80782512,2.998335472,0
,215.9971166,330.8589265,558.108549,14.33780438,81.76977525,2.934137001,0
5.296578804,220.0808324,322.4335918,393.3886033,10.58333615,58.80146948,3.918469801,0
10.28206797,198.5463635,332.0179353,568.0789802,15.66169229,28.77061884,4.572923004,0
7.016836113,167.3621871,362.5234159,471.4843946,10.69258799,45.00201442,4.101397991,0
6.871607245,197.5170934,355.0872579,379.5077385,18.24071162,65.69423039,4.180389312,0
,214.1723298,,498.8039169,9.583323113,37.61648538,5.504749397,0
8.274069059,195.8033305,365.4072222,369.1983343,16.99633028,,2.575423028,0
8.238878989,198.2134051,309.3294235,401.0637637,13.24332928,81.19771043,2.784712797,0
5.791154373,190.4316792,347.0410203,544.8574806,17.70683826,84.38819143,4.104834817,0
6.153368957,237.1398278,306.2391799,485.0984831,17.07526259,58.10825856,4.030337485,0
7.303051906,196.9528752,305.2215636,451.605924,14.66556053,71.71077868,4.14486994,0
7.5926723,177.0808395,349.2406145,355.2844423,17.16196607,42.11525693,3.341426728,0
6.784116115,189.6083467,,480.308581,20.60640864,76.62148876,4.072186608,0
5.606856131,211.5130972,,446.3864036,20.92695018,52.21897874,4.070966098,0
,223.4431113,333.4451998,373.9201602,16.52049596,64.69669078,3.817778953,0
4.922045466,197.2872066,383.2391383,357.4707042,13.12594167,61.86457965,2.291694536,0
5.700784947,185.9222471,,359.506553,15.0894408,56.46343393,3.978141279,0
,215.5784642,266.1099928,429.350268,11.85446068,71.16535216,3.13400015,0
10.67805626,168.6957663,,327.6586444,16.29668848,46.67248259,4.308256961,0
7.602121475,199.3531655,304.9664881,210.319182,17.92578239,62.84667263,3.698874769,0
8.846281957,188.4150006,317.1505445,419.3955691,17.11544677,60.25157823,2.925037558,0
6.751698586,203.4004519,341.8956361,381.4403882,19.52731893,58.29394504,3.756006672,0
,148.1031295,374.0183114,357.7110601,13.27889595,72.69549914,3.619590635,0
,202.0798645,,399.883388,12.74821674,,4.43921524,0
5.088213197,159.9626123,375.619186,400.1553243,20.18959951,68.68869382,2.600618679,0
6.954907217,159.7663994,337.2671775,482.5982702,10.66349163,78.7635917,3.169714976,0
8.983811794,204.6485152,,416.8991601,14.61876666,68.90294499,2.445673388,0
9.519659984,204.0809451,310.7162936,395.6985382,17.06138947,44.27337877,3.994556136,0
4.700392724,195.3528073,335.2793762,539.4646482,9.852784882,64.72133077,3.481943696,0
10.38613293,200.8911924,338.9992737,336.2797071,14.31941121,62.15668614,4.921340625,0
5.746529194,183.4717941,327.5578499,354.1744375,12.54887108,70.52597177,3.808372006,0
,192.9703798,324.7581837,332.956298,15.16457414,79.26457469,4.699120987,0
,248.9546551,296.8210343,482.8469391,14.14225093,69.10401166,3.941073832,0
10.8112895,209.10305,349.9232292,393.1864462,15.47487594,66.03031726,4.416183694,0
8.966835973,228.6913547,320.5559945,456.4264885,12.59999831,77.33013702,3.654354962,0
,212.449974,333.0524907,269.3446352,18.0824904,89.81605745,2.27639196,0
6.848805453,204.8127108,387.6863877,389.6382279,12.29875322,49.45204624,3.130044763,0
8.861701557,200.6122986,313.1270814,521.7741145,13.78042674,69.87048424,3.579107242,0
4.252985001,149.9386547,302.8198226,427.1137557,16.0869495,68.20087712,3.58830042,0
6.729829904,229.4077836,321.1604634,521.8355248,13.14044719,68.2520667,4.724321913,0
5.924540482,186.6200684,341.6377735,273.4468382,12.75811532,59.45669089,4.224342509,0
6.783888468,193.6535806,323.7286632,477.8546873,15.05606409,,3.250022229,0
7.390896679,219.3359778,,553.0576632,17.73037119,60.59843161,4.325131645,0
6.470151959,176.7363757,324.6592334,524.9097809,16.61424751,84.29970287,3.125391112,0
6.93039147,190.1893878,331.0302515,481.7375593,14.04948264,70.58636048,3.699796036,0
9.302441188,236.5807942,,367.8975629,12.86399234,18.10122217,3.675985498,0
7.421997644,220.3853144,319.9129388,463.2969139,16.98166011,80.26935417,3.603609581,0
6.583064856,163.3616035,,383.1245035,18.09454383,44.13646887,3.772858553,0
6.204429354,211.640958,314.1313174,552.4627918,8.660869468,56.35009618,4.106807505,0
9.066628054,203.3841234,321.5859356,496.1614524,18.3676209,76.41651045,4.055421251,0
4.713116701,209.3420509,301.9655414,354.1701813,14.02383447,89.65078816,3.923356036,0
10.58138599,213.7764386,300.1846217,497.1691281,17.97129472,83.34530447,2.966945651,0
7.574261237,227.9846646,,433.6795425,11.23891367,54.86588904,3.686758983,0
6.138785152,158.422129,352.2299607,373.8436199,13.41781308,80.7310969,4.677289618,0
5.276323544,186.3825903,319.8379854,312.0025326,18.96441809,71.39897598,3.883029041,0
6.776879088,189.4388127,375.4573453,420.3573924,14.83156005,61.0504197,3.322065007,0
7.239415921,211.8728279,345.0439831,494.4169099,15.41647494,32.74561137,4.531825295,0
6.552279123,190.547678,356.3179748,353.0636591,14.89621036,,3.443385019,0
8.408766231,210.7954061,291.6876535,555.580978,12.34483405,67.06182356,2.372791477,0
7.986398706,202.0939398,,477.6688358,12.25839557,43.84169191,4.814779191,0
7.366915284,185.0435967,324.5704591,336.9568673,15.23382587,49.99703389,3.051316563,0
6.062738419,224.8411806,,385.3916191,13.07474968,85.35121382,4.369454697,0
7.8564711,204.7834281,343.5454193,432.0431198,14.94772039,55.96161318,4.534681098,0
5.15839641,189.2957887,340.8718191,331.5867258,12.90979781,61.3446637,4.645852435,0
,197.5707363,,406.0147939,16.69026572,68.96901782,3.458320001,0
6.39908051,230.0279326,316.0725606,452.9744803,13.62553323,,2.620538023,0
7.394255556,207.9630384,,392.4966653,13.17342626,79.78043756,4.263192772,0
4.443850856,240.1679012,338.0524372,533.968647,11.87758168,69.03652276,5.038118946,0
8.247148271,175.9118303,324.4333077,302.200496,11.07051143,71.43816536,3.94196926,0
4.902158989,214.6437558,337.137553,375.0363685,15.5031442,61.59103601,3.499048523,0
6.86313625,194.5866593,346.7680519,439.2296156,14.6597409,89.02719617,4.319777195,0
6.66953238,190.7511649,324.3418933,383.245825,7.85208554,86.44056052,1.964863097,0
7.595669984,207.1154702,328.2095662,452.445746,14.81063041,88.02036523,3.403393177,0
8.163076383,183.1618528,333.0844548,475.2964708,18.24809789,49.6048424,3.287243971,0
8.87027826,193.3699479,318.3546116,355.470925,19.03221887,58.80919944,4.182740665,0
8.769676022,215.3687416,322.7990702,369.0166668,18.91918835,54.75521406,3.776718462,0
4.737391257,215.5295107,,313.513502,11.07028905,62.9144208,3.853388072,0
7.790874862,196.4787124,350.1172538,471.5185364,15.34331564,44.54462707,3.076214341,0
,238.4095981,311.553679,369.2838639,11.75993045,91.2392992,3.241267187,0
6.0873061,214.556086,,344.0720282,13.23230789,98.68662042,3.666671803,0
7.651294226,200.7170513,349.2554448,420.8283622,18.86381748,52.90885102,3.258041647,0
4.771490669,200.3740756,340.3101758,310.9278353,18.76832821,63.66415534,3.936972573,0
,190.6306362,302.4175288,509.2848688,16.19894784,64.1019514,3.452821864,0
5.392057607,198.0171652,348.9519243,419.813956,14.61650918,80.56825165,2.978925445,0
5.477283049,165.4360934,370.8930851,488.7745948,17.26518634,80.23479708,6.35743852,0
6.364155674,193.5069028,,432.1943573,16.27182497,64.57685131,4.764412042,0
,226.7656465,,538.6218031,13.74474872,,4.863377535,0
8.347949483,231.2031014,313.6711274,527.380871,18.66390108,58.05286607,4.217861431,0
6.615981652,194.980636,,383.122057,9.684376378,41.33777496,4.635709127,0
8.312379503,203.7445475,,543.3929883,15.47040047,81.50868192,2.98809301,0
6.836224939,166.7429616,332.8815819,390.8049553,16.00699084,87.10192478,3.666613686,0
6.385470898,231.4884577,,422.0677005,16.56311638,73.2606398,4.681716653,0
6.490037175,205.5415172,368.561073,479.7861954,15.80508483,56.98201954,2.430883294,0
,236.3569746,300.6884166,479.0560337,13.52192326,46.59887075,5.284233272,0
6.648849186,181.6881221,343.9252223,257.7041794,17.75844368,35.29618142,4.827527398,0
,210.9797468,,572.7434072,15.11084889,90.25245504,4.217553378,0
9.323583858,212.7106698,296.848512,399.7737042,10.62226549,74.55428506,3.006650222,0
4.581968728,186.0979153,316.5527914,406.382378,19.69984804,62.32330348,4.500207625,0
7.884841993,229.2426598,315.1899838,368.7708937,11.63539928,49.80432225,4.631640754,0
6.168838539,238.3010478,269.4901733,482.6733273,22.09199022,79.1692811,4.435760073,0
7.230845307,177.5748031,343.5933324,367.6899918,19.91295017,59.30305302,5.622018081,0
,235.0045977,286.7651014,553.4940322,19.41801315,84.84773972,4.071343675,0
8.693104326,184.7728094,348.554792,560.9659102,13.97834793,71.73384511,2.898223061,0
,194.8060914,,286.7944316,10.41588906,71.90514736,3.231679693,0
4.797460182,190.3151268,326.7941938,357.4361934,11.71382102,63.86306846,4.038502789,0
9.319176393,199.3335654,366.0517519,338.44145,15.21529266,63.39146815,4.129230416,0
7.581687577,180.7491402,328.1769777,617.8835131,13.56125295,39.21591748,4.457282487,0
5.348213659,232.6685087,312.9867532,371.9106474,11.9756805,65.79702324,3.31116811,0
5.487876363,179.2069831,305.2641421,510.6093851,12.58847481,58.86155798,4.223576482,0
,206.577843,320.4493278,468.0517147,14.52349976,71.45044718,5.486132309,0
8.315959071,221.2702228,348.1773307,501.6739826,22.15974723,75.36497409,2.760212574,0
8.551077748,216.4159321,295.2237067,510.8950007,16.20237144,79.85932286,4.04637969,0
6.013160966,218.8432561,321.1683132,444.276635,14.74434737,62.44323905,3.455622541,0
5.744067537,173.8508816,355.4615889,336.0618031,16.89517971,65.44736154,3.171655208,0
5.218989651,164.7909916,,422.2238018,14.07087898,73.92031968,4.383942554,0
,240.4297868,,446.7429748,13.57347103,80.26837179,3.358353455,0
7.458707683,207.7865734,,442.3681431,18.72530225,43.89808751,2.938082397,0
11.02787986,228.3227976,319.3540394,376.2319179,8.03385864,48.52903793,4.178897909,0
6.72958019,242.1641459,322.2351015,440.8594348,13.57122272,62.17947698,4.003458052,0
4.1502143,174.9267412,,425.2500465,12.53400873,86.68363454,3.502370872,0
7.159398311,171.8161053,357.3287588,530.5264113,18.11704226,79.09444035,3.254926497,0
,235.4174567,,446.4223567,14.13495393,51.70521489,3.66264816,0
6.209697437,169.3185048,327.3799385,549.2767283,17.01511804,51.50550828,3.893766831,0
,178.7777161,354.0576485,367.7586892,14.66895005,57.40146512,4.126407533,0
9.608533594,231.3402282,300.9223297,328.9044942,11.78961929,78.56818212,3.042796944,0
5.375895979,153.7128743,,493.8884638,15.11602281,57.71299204,4.17421964,0
8.69712216,166.4527742,372.2640994,393.5557957,13.74866795,75.02454461,4.180567593,0
7.748928548,198.8430942,316.8202484,368.4028571,9.984033412,65.2515508,3.136945007,0
7.117917746,216.1163186,349.084949,331.971661,17.5391297,84.03285792,4.213567957,0
8.31002902,212.6982764,301.2544217,365.4312125,12.97186896,70.48525056,4.775784922,0
5.524296531,157.1424243,379.7883765,475.3422715,16.90318031,51.10661421,4.033391218,0
10.20142576,190.799079,306.4953695,331.3789519,18.52543363,68.54744754,3.964449588,0
5.368125754,190.9379793,351.3581338,435.6664692,11.98363521,107.9008419,2.004142586,0
8.937802408,147.9168921,371.1763132,480.3202177,16.98075499,61.1580474,2.831234426,0
8.124207826,207.5095152,318.059624,431.6256772,10.07559844,63.9842249,4.724456578,0
7.184973119,201.0792194,283.7446116,384.0115576,12.42753833,23.13661102,3.665410662,0
5.499489286,230.3087747,352.0843328,442.1670062,14.74078711,,5.846826958,0
,256.6734691,293.1111226,324.9978244,16.84844375,72.68768581,3.371680094,0
5.319769073,204.202072,315.0275045,399.1190254,13.97408473,83.1579971,2.92573204,0
6.369111631,235.3409427,295.3505243,357.4172848,9.213267539,59.28026924,2.275903461,0
6.733493842,197.5626646,303.9376701,397.6849857,19.39402667,54.51072514,3.178003605,0
6.883015402,210.5022172,316.7538889,570.4242586,15.95833351,70.61583215,4.102291769,0
8.013516429,225.156452,308.5948104,382.0142489,12.66601633,78.76705222,4.44490059,0
8.272055091,204.2253291,332.8903825,500.6848732,15.15740752,71.02274371,5.140207743,0
8.746985976,148.3937237,369.3698813,407.3808249,15.89207853,72.16401932,4.763730536,0
8.154840855,202.3173348,367.2242972,597.8700732,11.80284674,72.38476153,3.696327575,0
9.045720545,222.1841691,293.0624593,558.7478629,15.35758277,44.55526428,4.213700444,0
8.922409559,207.5207264,357.9443268,468.5383258,15.69273832,107.2823286,4.081728016,0
5.961301572,182.108995,364.975499,567.5261592,7.791637811,58.17482529,4.919585047,0
,205.4389768,317.2802103,558.9538726,23.95245044,68.24220581,3.651864699,0
8.184410006,166.6365538,331.9541994,363.2357556,12.53583833,56.31059225,4.5990822,0
7.636454091,238.9360743,351.5588107,514.9640601,8.637461294,55.60351213,3.332906497,0
7.775385593,193.0771683,324.336203,301.7534765,13.37816481,89.05195717,3.309471716,0
7.617148871,196.606942,345.1798873,329.0166464,8.547283221,60.14470242,2.391540006,0
6.664934584,218.7700084,299.8465235,412.3085879,17.19268526,41.03578909,4.502138214,0
,182.1618803,294.9660883,404.1201524,14.71228463,106.3717198,3.855772964,0
8.815357953,208.331084,329.1196851,430.4068943,7.151750616,88.41329592,2.87588018,0
7.765635562,173.1855689,359.8136999,355.9980259,11.51512302,39.55047603,3.21444964,0
6.225152013,169.7411715,,380.1147511,17.59550987,75.51905904,2.770822653,0
,223.7204305,303.8506628,360.4684842,15.23427716,48.19557179,4.157927298,0
8.56704382,160.217867,360.2862819,490.5125389,9.027167172,67.47622913,2.804926824,0
6.994194675,216.6653186,382.1529774,369.4680721,18.96725863,59.65152321,4.398900709,0
3.344588533,156.4799268,371.1477704,485.6311478,16.98060997,69.62249007,2.575141031,0
,198.6549758,344.6185348,412.9792013,9.767080689,43.14199975,4.565423282,0
,192.2541619,331.6496586,397.2628257,18.26121295,45.98162418,4.344804944,1
7.774468469,216.7528722,385.0434376,288.0685777,14.13669901,68.86186085,3.891097334,1
,172.7314328,244.2851451,559.6293401,21.34084926,51.27471187,2.959749614,1
7.203438849,168.4453579,271.8920447,437.3708632,16.41065407,64.50592258,6.389161009,1
6.150487601,240.8884224,421.3431865,354.3925259,12.34038423,83.23866139,3.551655811,1
,225.9590923,397.9242403,315.750909,16.71655697,17.00068293,3.959293615,1
6.767523658,203.7510557,251.062384,334.9053758,13.21432417,79.86300941,3.300253498,1
8.037430327,148.4153089,268.2118958,392.9012057,12.4666097,,2.506238127,1
8.177174974,210.44877,,455.9274999,14.2479472,85.93042839,3.325638986,1
6.744799075,204.0843182,304.5279374,544.3393171,12.014243,72.60807608,4.86854263,1
7.603775446,214.682778,398.9208686,321.0690741,12.01067596,58.10070667,3.584985024,1
8.546145555,177.8462444,352.8170527,413.3215995,12.35738526,108.849568,3.505300168,1
5.432512085,231.3515758,409.9884608,448.8647411,10.83824882,65.54821586,3.874425315,1
7.71408936,194.7382822,322.0729563,347.8292033,10.64178919,63.72293291,3.182582857,1
8.154531511,168.0989354,,419.173312,12.30266857,59.88736706,2.460464867,1
,190.2191676,298.3561571,414.8891303,13.46179443,50.89523315,2.9770474,1
7.845879929,193.7849998,343.6208232,510.305603,13.76780176,99.17559467,3.667154205,1
7.156424495,197.9935375,359.7105172,448.4571607,12.51197343,49.29984943,2.958414712,1
5.694694238,240.7121821,,477.0478068,15.45930696,68.89560275,3.8706108,1
6.707685556,199.2853743,,454.73241,14.58729016,81.37845107,3.822668715,1
4.775221956,231.9985786,389.2195856,526.067651,17.20749438,73.94096997,3.223080865,1
,200.3152357,337.2314685,295.7570532,14.03399501,29.66814213,4.387208418,1
,205.1283035,396.0919174,318.5366329,13.86045341,93.71487616,2.999702321,1
8.501711439,193.9089061,,393.1766813,13.64323622,61.12507973,5.612295662,1
7.741245059,218.2371865,363.9927477,521.0162606,15.3106314,73.72307012,3.741143366,1
4.187490815,208.3741881,327.4742031,264.5080825,11.23514423,46.68259729,4.592959344,1
,142.1455656,240.1985048,369.280429,20.60555207,70.16838922,4.604724796,1
7.808012212,179.7999166,348.0715106,590.0605459,12.09249934,81.59236188,4.165549906,1
5.895948983,187.1536166,253.1584686,531.1691009,11.41018355,77.28655067,3.659652968,1
7.269652253,155.1575203,244.7951979,506.0101352,17.38551498,73.11505279,3.789236757,1
,213.0411915,349.1713947,284.0179948,12.4199055,74.67438321,3.89891586,1
9.489600966,167.8876287,,354.7907412,14.16831424,102.5678462,4.300694899,1
7.457979827,183.4613095,335.6680457,482.6371798,8.963253883,82.58133835,4.497730796,1
7.992320364,230.1795734,,522.888054,14.44918097,68.6407682,4.342796788,1
7.746343115,212.2746448,361.3813251,457.0141209,21.4302933,43.18880258,3.678686031,1
8.27579563,163.3559608,307.6671229,351.631315,20.05761944,78.50149245,4.72133955,1
6.879959452,163.5933393,219.1489347,554.0451045,16.52194196,67.53326015,5.688206949,1
6.799375518,239.0576795,419.8811751,373.2321373,18.82859407,43.44064402,3.819985377,1
8.167767663,144.9029318,297.9602299,605.4588934,20.22207487,,3.41068554,1
,214.6573313,326.1757088,385.8278293,15.56345966,77.83403618,3.261651399,1
4.736404607,203.2764198,323.6836829,508.8203409,14.06313997,65.15518183,4.995601766,1
5.95392389,226.9350617,,350.9686515,13.60964252,70.57141441,3.968647163,1
6.578998162,198.4092471,369.0971134,408.1950145,6.059608221,105.4004604,3.690929417,1
8.775485734,157.3542892,304.8078454,480.7152078,15.69283855,82.92934548,4.393944466,1
6.850302032,167.9850397,265.4311206,300.411744,16.00520675,72.36321679,3.08029671,1
8.757110512,185.4193669,,408.0957972,18.2352202,72.29966228,3.80879301,1
,213.0002175,,383.7478834,11.79324634,57.345645,3.242545448,1
,178.1548555,311.5268902,570.3787653,17.59212637,68.99274058,4.005892992,1
8.073278952,191.8155235,333.477592,432.8987489,13.33538104,54.21628416,4.854312786,1
5.078274175,185.0883849,275.0556418,528.1562512,11.32544664,80.33833076,3.631042314,1
7.444914015,203.0687456,413.5603781,405.4206121,13.2831001,74.41286716,2.571391506,1
9.434005875,158.38784,285.3951123,476.8420108,14.38834959,73.16477755,4.201054364,1
5.905906954,223.1418815,378.1083058,337.8582636,13.53166045,42.84451085,2.917284056,1
5.803496976,193.2009914,255.9767456,365.477618,14.92061556,8.577012933,2.181714167,1
7.617151922,182.689825,369.5529578,327.2282451,14.06559734,82.78192571,3.422543431,1
9.008464334,148.6140018,,387.3997714,11.85510295,49.4804408,3.911014707,1
5.422445768,205.2660804,306.7022268,382.0801288,10.50402321,67.49345,2.91175139,1
9.778181813,155.9374414,,356.5430368,10.82460037,75.32889227,4.143365319,1
5.204938763,232.8827254,,404.003888,12.86641996,55.49833107,3.439561019,1
4.872560878,224.7051051,323.0368521,354.3906043,15.69217561,79.96280267,3.918005799,1
7.793914804,164.9589475,358.2591999,398.4603116,15.29749572,,4.220027671,1
,259.1449277,392.8331604,354.4052785,13.89895042,63.85767375,4.081328787,1
7.058182608,187.9471911,405.4034233,462.314567,18.42838695,41.29033047,3.613834771,1
7.890354274,180.158098,360.2839834,344.5506193,11.24646038,60.29218733,3.209588058,1
7.535700191,221.7924809,366.4122,583.4364875,17.73188235,59.68607582,4.208354354,1
7.202534416,207.8281164,,369.0443258,10.37184324,62.03773024,5.702504528,1
,188.6105177,275.1822396,520.5877359,12.81460367,,4.398059123,1
8.722143777,151.621132,248.0947589,468.3674514,15.15117258,79.53836758,3.274628642,1
8.352635176,134.7505122,,397.1149717,14.42088194,55.58681501,3.939011353,1
6.284385791,222.6887949,395.2616371,517.1505478,15.8690103,55.38433284,5.030712169,1
,195.5544285,318.5152705,494.4045106,15.02396166,47.14414365,4.052367138,1
9.30566048,163.9260265,325.8731338,345.6569351,12.71218695,62.47111474,4.485070147,1
4.923178856,208.406673,349.655175,404.4057627,11.40337222,84.52577496,3.329600783,1
6.14301848,147.4719727,285.4551018,475.4452677,20.93935933,54.19852017,5.37040341,1
5.744504157,208.0700518,,362.0624898,15.60372925,82.31785396,3.53350015,1
